Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides A	Peptides B	Peptides C	Razor + unique peptides A	Razor + unique peptides B	Razor + unique peptides C	Unique peptides A	Unique peptides B	Unique peptides C	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Identification type A	Identification type B	Identification type C	Ratio M/L	Ratio M/L normalized	Ratio M/L variability [%]	Ratio M/L count	Ratio M/L iso-count	Ratio M/L type	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/M	Ratio H/M normalized	Ratio H/M variability [%]	Ratio H/M count	Ratio H/M iso-count	Ratio H/M type	Ratio M/L A	Ratio M/L normalized A	Ratio M/L variability [%] A	Ratio M/L count A	Ratio M/L iso-count A	Ratio M/L type A	Ratio H/L A	Ratio H/L normalized A	Ratio H/L variability [%] A	Ratio H/L count A	Ratio H/L iso-count A	Ratio H/L type A	Ratio H/M A	Ratio H/M normalized A	Ratio H/M variability [%] A	Ratio H/M count A	Ratio H/M iso-count A	Ratio H/M type A	Ratio M/L B	Ratio M/L normalized B	Ratio M/L variability [%] B	Ratio M/L count B	Ratio M/L iso-count B	Ratio M/L type B	Ratio H/L B	Ratio H/L normalized B	Ratio H/L variability [%] B	Ratio H/L count B	Ratio H/L iso-count B	Ratio H/L type B	Ratio H/M B	Ratio H/M normalized B	Ratio H/M variability [%] B	Ratio H/M count B	Ratio H/M iso-count B	Ratio H/M type B	Ratio M/L C	Ratio M/L normalized C	Ratio M/L variability [%] C	Ratio M/L count C	Ratio M/L iso-count C	Ratio M/L type C	Ratio H/L C	Ratio H/L normalized C	Ratio H/L variability [%] C	Ratio H/L count C	Ratio H/L iso-count C	Ratio H/L type C	Ratio H/M C	Ratio H/M normalized C	Ratio H/M variability [%] C	Ratio H/M count C	Ratio H/M iso-count C	Ratio H/M type C	Sequence coverage A [%]	Sequence coverage B [%]	Sequence coverage C [%]	Intensity	Intensity L	Intensity M	Intensity H	Intensity A	Intensity L A	Intensity M A	Intensity H A	Intensity B	Intensity L B	Intensity M B	Intensity H B	Intensity C	Intensity L C	Intensity M C	Intensity H C	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A6NHQ2	A6NHQ2	5	2	2	rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1	FBLL1	>sp|A6NHQ2|FBLL1_HUMAN rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1 OS=Homo sapiens GN=FBLL1 PE=1 SV=1	1	5	2	2	5	4	5	2	2	2	2	2	2	15	3.6	3.6	34.675	333	333	1	6	0	By MS/MS	By MS/MS	By MS/MS	1.1064	1.6402	62.887	6	0	Median	0.45246	0.85312	54.507	6	0	Median	0.8048	1.1135	59.105	6	0	Median	1.1064	1.6871	10.509	2	0	Median	0.42404	0.7862	7.8764	2	0	Median	0.39909	0.44156	7.3994	2	0	Median	3.9789	2.05	25.015	2	0	Median	3.1614	2.2818	16.323	2	0	Median	0.8048	1.1135	1.0824	2	0	Median	0.38133	0.57029	5.3857	2	0	Median	0.41689	0.82653	8.1558	2	0	Median	1.0855	1.5812	6.2142	2	0	Median	15	11.4	15	167430000	67054000	57222000	43156000	44766000	16688000	20262000	7816000	43768000	5475300	21023000	17269000	78898000	44890000	15937000	18071000				10	2938;3098;4509;5096;5896	False;False;False;True;True	3019;3179;4666;5272;6095	11242;11243;11244;11245;11246;11247;11248;11806;11807;11808;11809;11810;17622;17623;20024;20025;20026;23117;23118;23119	26754;26755;26756;26757;26758;26759;26760;26761;26762;26763;26764;26765;26766;26767;27848;27849;27850;27851;27852;27853;27854;27855;27856;27857;27858;27859;27860;27861;27862;41712;41713;47531;47532;47533;47534;47535;54427;54428;54429;54430;54431	26761;27860;41712;47533;54429		
P32119;A6NIW5	P32119;A6NIW5	1;1	1;1	1;1	Peroxiredoxin-2	PRDX2	>sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5;>tr|A6NIW5|A6NIW5_HUMAN Peroxiredoxin 2, isoform CRA_a OS=Homo sapiens GN=PRDX2 PE=4 SV=2	2	1	1	1	1	1	1	1	1	1	1	1	1	8.6	8.6	8.6	21.892	198	198;136	1	3	0	By MS/MS	By MS/MS	By MS/MS	0.63373	0.85325	13.61	2	0	Median	0.35216	0.6241	15.509	2	0	Median	0.59363	0.75173	2.8416	2	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	8.6	8.6	8.6	13639000	5778600	5915300	1945100	3548100	1260600	1464400	823170	1172900	0	1172900	0	8918100	4518100	3278100	1122000				11	1285	True	1320	4624;4625;4626	10629;10630;10631;10632	10631		
P47813;O14602;A6NJH9	P47813;O14602;A6NJH9	1;1;1	1;1;1	1;1;1	Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A, Y-chromosomal	EIF1AX;EIF1AY	>sp|P47813|IF1AX_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens GN=EIF1AX PE=1 SV=2;>sp|O14602|IF1AY_HUMAN Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens GN=EIF1AY PE=1 SV=4;>tr|A6NJH9|A6NJH9_HU	3	1	1	1	0	0	1	0	0	1	0	0	1	6.9	6.9	6.9	16.46	144	144;144;127	1	1	0.0013351	By matching	By matching	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	0	6.9	25182000	25182000	0	0	0	0	0	0	0	0	0	0	25182000	25182000	0	0				12	599	True	622	2233	5080	5080		
Q8WTT2;A6NJZ9;F5H677	Q8WTT2;A6NJZ9;F5H677	13;13;9	13;13;9	13;13;9	Nucleolar complex protein 3 homolog	NOC3L	>sp|Q8WTT2|NOC3L_HUMAN Nucleolar complex protein 3 homolog OS=Homo sapiens GN=NOC3L PE=1 SV=1;>tr|A6NJZ9|A6NJZ9_HUMAN Nucleolar complex protein 3 homolog OS=Homo sapiens GN=NOC3L PE=2 SV=1;>tr|F5H677|F5H677_HUMAN Nucleolar complex protein 3 homolog OS=Homo	3	13	13	13	9	12	10	9	12	10	9	12	10	24.6	24.6	24.6	92.547	800	800;800;501	1	41	0	By MS/MS	By MS/MS	By MS/MS	0.93024	1.1008	56.017	26	0	Median	0.49379	0.88693	68.199	26	0	Median	0.82684	1.0359	68.089	26	0	Median	0.97485	1.2114	13.457	10	0	Median	0.33598	0.53996	27.071	10	0	Median	0.35532	0.39756	18.852	10	0	Median	4.6198	2.2317	19.559	6	0	Median	4.1056	2.7642	21.67	6	0	Median	0.82684	1.0359	5.2827	6	0	Median	0.37724	0.54938	16.101	10	0	Median	0.51061	0.9614	23.167	10	0	Median	1.2853	1.7026	16.987	10	0	Median	18.6	23.6	15.9	263140000	97271000	93849000	72024000	69867000	28010000	31358000	10499000	88081000	7238100	44123000	36720000	105200000	62023000	18369000	24804000				13	1591;1724;1856;1863;2754;3378;3394;3698;5133;5424;5425;5455;5709	True;True;True;True;True;True;True;True;True;True;True;True;True	1633;1770;1904;1911;2831;3466;3482;3794;5310;5613;5614;5646;5906	5817;5818;5819;5820;5821;5822;6367;6368;6369;6370;6371;6372;6853;6854;6855;6870;10498;12965;12966;13017;13018;14167;14168;14169;20164;20165;20166;20167;20168;21386;21387;21388;21389;21390;21391;21392;21508;21509;21510;22479;22480	13247;13248;13249;13250;13251;13252;13253;13254;14452;14453;14454;14455;14456;14457;14458;14459;14460;14461;15532;15533;15534;15535;15536;15537;15561;24784;24785;30730;30731;30864;30865;33464;33465;33466;47831;47832;47833;47834;47835;47836;47837;47838;47839;50775;50776;50777;50778;50779;50780;51012;51013;51014;51015;51016;51017;53159;53160	13251;14454;15532;15561;24785;30730;30864;33465;47837;50775;50779;51012;53159		
P60033;E9PJK1;E9PRJ8;H0YDL9;H0YDJ9;E9PIF1;A6NMH8	P60033;E9PJK1;E9PRJ8;H0YDL9;H0YDJ9;E9PIF1;A6NMH8	1;1;1;1;1;1;1	1;1;1;1;1;1;1	1;1;1;1;1;1;1	CD81 antigen	CD81	>sp|P60033|CD81_HUMAN CD81 antigen OS=Homo sapiens GN=CD81 PE=1 SV=1;>tr|E9PJK1|E9PJK1_HUMAN CD81 antigen OS=Homo sapiens GN=CD81 PE=4 SV=1;>tr|E9PRJ8|E9PRJ8_HUMAN CD81 antigen (Fragment) OS=Homo sapiens GN=CD81 PE=2 SV=1;>tr|H0YDL9|H0YDL9_HUMAN CD81 antig	7	1	1	1	0	0	1	0	0	1	0	0	1	6.8	6.8	6.8	25.809	236	236;165;209;221;225;242;274	1	1	0.0013333	By matching	By matching	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	0	6.8	3105400	3105400	0	0	0	0	0	0	0	0	0	0	3105400	3105400	0	0				14	4317	True	4470	16864	39927	39927		
A8MQB8;Q06787-8;G3V0J0;Q06787-2;G8JL90;Q06787;Q06787-6;Q06787-4;Q06787-5;Q06787-7;Q06787-3;G8JLE9;Q8IXW7;F8W871	A8MQB8;Q06787-8;G3V0J0;Q06787-2;G8JL90;Q06787;Q06787-6;Q06787-4;Q06787-5;Q06787-7;Q06787-3;G8JLE9;Q8IXW7	14;14;14;14;14;13;13;13;13;13;13;11;8;4	12;12;12;12;12;11;11;11;11;11;11;10;7;3	12;12;12;12;12;11;11;11;11;11;11;10;7;3	Fragile X mental retardation protein 1	FMR1	>tr|A8MQB8|A8MQB8_HUMAN Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1 PE=2 SV=1;>sp|Q06787-8|FMR1_HUMAN Isoform 8 of Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1;>tr|G3V0J0|G3V0J0_HUMAN Fragile X mental retardation 1, iso	14	14	12	12	11	10	14	9	8	12	9	8	12	31.4	26.8	26.8	65.821	582	582;586;592;594;611;632;590;603;607;615;620;537;297;262	1	36	0	By MS/MS	By MS/MS	By MS/MS	0.84324	1.0254	18.858	30	0	Median	0.79238	1.0794	32.301	30	0	Median	0.66855	0.90568	19.964	30	0	Median	0.78153	0.93398	14.222	10	0	Median	0.8178	1.4632	29.399	10	0	Median	1.0445	1.1835	16.115	10	0	Median	1.8138	0.90567	13.093	9	0	Median	1.1979	0.8088	21.823	9	0	Median	0.61318	0.80298	8.0252	9	0	Median	0.83266	1.1781	10.423	11	0	Median	0.56569	1.0878	18.224	11	0	Median	0.65391	0.91984	11.437	11	0	Median	25.9	24.6	31.4	319940000	114270000	116950000	88712000	81379000	29789000	23511000	28079000	78128000	17747000	37879000	22503000	160430000	66736000	55563000	38130000				15	1013;1197;1546;1942;2180;3239;3441;3667;3921;4419;4642;5247;6441;6442	True;False;True;True;True;True;True;False;True;True;True;True;True;True	1046;1232;1585;1990;2241;3322;3530;3763;4026;4574;4800;5430;6655;6656	3655;3656;3657;3658;3659;3660;4289;4290;4291;4292;4293;4294;5587;5588;5589;7205;8350;8351;8352;12304;13202;13203;13204;14081;14082;14083;14999;15000;15001;17298;17299;17300;18025;18026;20622;20623;20624;20625;20626;20627;25216;25217;25218;25219;25220	8440;8441;8442;8443;8444;8445;8446;8447;8448;8449;8450;8451;8452;8453;8454;8455;8456;8457;8458;8459;8460;8461;9758;9759;9760;9761;9762;9763;9764;9765;9766;9767;9768;9769;9770;9771;9772;9773;12674;12675;12676;12677;16434;16435;19696;19697;19698;28960;28961;31304;31305;31306;31307;31308;33316;33317;33318;33319;33320;33321;33322;35174;35175;35176;35177;35178;41043;41044;41045;41046;41047;41048;41049;41050;41051;42491;42492;42493;48976;48977;48978;48979;48980;48981;48982;48983;48984;48985;48986;48987;48988;48989;48990;59572;59573;59574;59575;59576;59577;59578;59579;59580;59581;59582;59583;59584;59585;59586	8452;9759;12675;16434;19697;28961;31306;33319;35175;41049;42493;48977;59575;59586		
Q5JTW2;Q5JTW2-2;Q5JTW2-3;A8MST6;E9PHX5	Q5JTW2;Q5JTW2-2;Q5JTW2-3;A8MST6;E9PHX5	2;2;2;2;2	2;2;2;2;2	2;2;2;2;2	Centrosomal protein of 78 kDa	CEP78	>sp|Q5JTW2|CEP78_HUMAN Centrosomal protein of 78 kDa OS=Homo sapiens GN=CEP78 PE=1 SV=1;>sp|Q5JTW2-2|CEP78_HUMAN Isoform 2 of Centrosomal protein of 78 kDa OS=Homo sapiens GN=CEP78;>sp|Q5JTW2-3|CEP78_HUMAN Isoform 3 of Centrosomal protein of 78 kDa OS=Homo	5	2	2	2	0	2	0	0	2	0	0	2	0	4.9	4.9	4.9	76.396	689	689;722;705;705;706	1	2	0.0083037	By matching	By MS/MS	By matching	1.3544	0.73584	10.196	2	0	Median	1.2857	0.99274	6.1786	2	0	Median	0.95233	1.2824	16.633	2	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	1.3544	0.73584	10.196	2	0	Median	1.2857	0.99274	6.1786	2	0	Median	0.95233	1.2824	16.633	2	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	4.9	0	6136800	1793200	2315900	2027700	0	0	0	0	6136800	1793200	2315900	2027700	0	0	0	0				16	2500;4253	True;True	2568;4404	9507;16632	22265;39354	22265;39354		
P16152;O75828;B4DFK7;E9PQ63;A8MTM1	P16152;O75828;B4DFK7;E9PQ63;A8MTM1	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Carbonyl reductase [NADPH] 1;Carbonyl reductase [NADPH] 3	CBR1;CBR3	>sp|P16152|CBR1_HUMAN Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3;>sp|O75828|CBR3_HUMAN Carbonyl reductase [NADPH] 3 OS=Homo sapiens GN=CBR3 PE=1 SV=3;>tr|B4DFK7|B4DFK7_HUMAN Carbonyl reductase 1, isoform CRA_c OS=Homo sapiens GN=CBR1 PE	5	1	1	1	0	0	1	0	0	1	0	0	1	5.8	5.8	5.8	30.375	277	277;277;173;178;222	1	1	0.0013661	By matching	By matching	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	0	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				17	2227	True	2290	8520	20088	20088		
P61956;P55854;Q6EEV6;P61956-2;H7BZT4;A8MUA9;B4DUW4;A8MU27	P61956;P55854;Q6EEV6;P61956-2;H7BZT4;A8MUA9;B4DUW4;A8MU27	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 4	SUMO2;SUMO3;SUMO4	>sp|P61956|SUMO2_HUMAN Small ubiquitin-related modifier 2 OS=Homo sapiens GN=SUMO2 PE=1 SV=3;>sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3 OS=Homo sapiens GN=SUMO3 PE=1 SV=2;>sp|Q6EEV6|SUMO4_HUMAN Small ubiquitin-related modifier 4 OS=Homo sapi	8	1	1	1	1	1	1	1	1	1	1	1	1	12.6	12.6	12.6	10.871	95	95;103;95;71;95;135;141;147	1	3	0	By MS/MS	By MS/MS	By MS/MS	0.47245	0.67385	82.212	3	0	Median	0.95485	1.6621	118.43	3	0	Median	0.70145	0.84152	141.59	3	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	12.6	12.6	12.6	194600000	75861000	62521000	56214000	66859000	40852000	20753000	5254400	62502000	6736200	33093000	22673000	65234000	28272000	8675200	28287000				18	6071	True	6276	23803;23804;23805	56331;56332;56333;56334;56335	56334		
P62750;H7BY10;K7EJV9;K7ERT8;A8MUS3;K7EMA7	P62750;H7BY10;K7EJV9;K7ERT8;A8MUS3;K7EMA7	4;4;4;4;4;2	4;4;4;4;4;2	4;4;4;4;4;2	60S ribosomal protein L23a	RPL23A	>sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens GN=RPL23A PE=1 SV=1;>tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens GN=RPL23A PE=3 SV=1;>tr|K7EJV9|K7EJV9_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sa	6	4	4	4	3	3	4	3	3	4	3	3	4	26.9	26.9	26.9	17.695	156	156;158;170;175;194;70	1	14	0	By MS/MS	By MS/MS	By MS/MS	0.7822	0.75684	23.149	11	0	Median	0.58608	0.91917	23.286	11	0	Median	0.85227	1.1399	22.027	11	0	Median	0.78735	1.1571	10.709	3	0	Median	0.58608	1.1323	13.742	3	0	Median	0.76239	0.86887	3.7998	3	0	Median	1.9116	0.90224	11.793	3	0	Median	1.5299	1.1539	17.123	3	0	Median	0.85306	1.1567	8.7074	3	0	Median	0.50455	0.71539	6.8656	5	0	Median	0.39884	0.75564	23.692	5	0	Median	0.85279	1.2841	19.252	5	0	Median	20.5	20.5	26.9	351760000	153410000	107820000	90534000	89719000	42370000	26728000	20621000	71889000	8576600	34339000	28974000	190150000	102460000	46749000	40939000				19	1761;3146;3214;6426	True;True;True;True	1807;3227;3297;6640	6502;11949;11950;11951;12243;12244;12245;25161;25162;25163;25164;25165;25166;25167	14741;14742;14743;28094;28095;28096;28097;28886;28887;59484;59485;59486;59487;59488;59489;59490;59491;59492	14743;28096;28887;59486		
Q9Y262;Q9Y262-2;J3KN35;B0QY89;C9JHP4;C9K0Q7;H7C3A0;B0QY90	Q9Y262;Q9Y262-2;J3KN35;B0QY89;C9JHP4;C9K0Q7	3;3;3;3;2;2;1;1	3;3;3;3;2;2;1;1	3;3;3;3;2;2;1;1	Eukaryotic translation initiation factor 3 subunit L	EIF3L	>sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens GN=EIF3L PE=1 SV=1;>sp|Q9Y262-2|EIF3L_HUMAN Isoform 2 of Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens GN=EIF3L;>tr|J3KN35|J3KN35_HUMAN Eukar	8	3	3	3	2	1	2	2	1	2	2	1	2	7.4	7.4	7.4	66.726	564	564;516;531;607;150;183;127;466	1	5	0	By MS/MS	By MS/MS	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	5	2.3	4.8	12468000	7624500	2728700	2115100	4517700	1174300	1228300	2115100	1500400	0	1500400	0	6450200	6450200	0	0				20	3127;4789;6625	True;True;True	3208;4955;6845	11903;11904;11905;18579;25978	28005;28006;28007;28008;43666;43667;61250	28006;43666;61250		
Q9UH17;B0QYD3;Q9UH17-3;Q9UH17-2;P31941;P31941-2	Q9UH17;B0QYD3;Q9UH17-3;Q9UH17-2	8;8;5;4;3;3	7;7;4;3;3;3	6;6;3;2;3;3	DNA dC->dU-editing enzyme APOBEC-3B	APOBEC3B	>sp|Q9UH17|ABC3B_HUMAN DNA dC->dU-editing enzyme APOBEC-3B OS=Homo sapiens GN=APOBEC3B PE=1 SV=1;>tr|B0QYD3|B0QYD3_HUMAN Probable DNA dC->dU-editing enzyme APOBEC-3B OS=Homo sapiens GN=APOBEC3B PE=2 SV=1;>sp|Q9UH17-3|ABC3B_HUMAN Isoform 3 of DNA dC->dU-edi	6	8	7	6	6	4	6	6	4	5	5	3	4	27.2	25.4	22.5	45.924	382	382;490;357;251;199;187	1	18	0	By MS/MS	By MS/MS	By MS/MS	0.69561	0.8808	57.865	9	0	Median	0.88744	1.5291	41.418	9	0	Median	0.93883	1.1252	22.531	9	0	Median	0.68082	0.84233	29.081	5	0	Median	0.64108	1.0803	45.791	5	0	Median	1.0216	1.1252	26.796	5	0	Median	1.1844	0.63229	121.16	2	0	Median	1.4493	1.0654	52.722	2	0	Median	0.82337	1.1229	18.43	2	0	Median	1.0723	1.5305	1.7422	2	0	Median	0.84274	1.6521	10.945	2	0	Median	0.75566	1.0309	19.132	2	0	Median	19.9	10.5	19.6	60842000	21758000	21122000	17962000	20146000	8665200	5182300	6298400	12248000	2121900	7138000	2987900	28449000	10971000	8801500	8675700				21	153;1621;1704;3117;3225;3878;4259;5434	True;True;True;True;True;False;True;True	157;1664;1749;3198;3308;3976;4410;5624	527;528;5969;5970;5971;5972;6291;6292;6293;6294;11865;12275;14817;16642;16643;16644;21432;21433;21434	1085;13573;13574;13575;13576;13577;13578;13579;14293;14294;14295;14296;14297;14298;27956;27957;27958;28927;28928;34827;39374;39375;50880;50881	1085;13577;14298;27958;28927;34827;39375;50881		
Q01844;Q01844-6;B0QYK0;Q01844-3;Q01844-5;Q01844-2;C9JGE3;H7BY36;Q01844-4;F8WC90	Q01844;Q01844-6;B0QYK0;Q01844-3;Q01844-5;Q01844-2;C9JGE3;H7BY36	5;5;5;5;5;4;4;3;1;1	5;5;5;5;5;4;4;3;1;1	5;5;5;5;5;4;4;3;1;1	RNA-binding protein EWS	EWSR1	>sp|Q01844|EWS_HUMAN RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1;>sp|Q01844-6|EWS_HUMAN Isoform 6 of RNA-binding protein EWS OS=Homo sapiens GN=EWSR1;>tr|B0QYK0|B0QYK0_HUMAN RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=4 SV=1;>sp|Q018	10	5	5	5	5	5	5	5	5	5	5	5	5	12	12	12	68.477	656	656;600;618;655;661;583;583;308;354;293	1	24	0	By MS/MS	By MS/MS	By MS/MS	0.81214	1.098	22.907	21	0	Median	0.68167	0.94549	31.231	21	0	Median	0.68843	0.84039	21.812	21	0	Median	0.57679	0.75159	11.38	7	0	Median	0.38938	0.70506	10.439	7	0	Median	0.68843	0.78228	11.267	7	0	Median	2.2503	1.1092	8.8148	7	0	Median	1.3822	0.94549	14.605	7	0	Median	0.60529	0.77196	8.8162	7	0	Median	0.81214	1.1573	12.975	7	0	Median	0.68167	1.3454	13.496	7	0	Median	0.8312	1.1545	7.0755	7	0	Median	12	12	12	345770000	125570000	130400000	89800000	111520000	56807000	32345000	22372000	93276000	17901000	48013000	27362000	140970000	50861000	50044000	40066000				22	52;166;1911;4575;5088	True;True;True;True;True	53;171;1959;4732;4733;5264	158;159;160;610;611;612;613;614;615;7055;7056;7057;17829;17830;17831;17832;17833;17834;19997;19998;19999;20000;20001;20002	272;273;274;275;276;277;278;279;280;281;282;1293;1294;1295;1296;1297;1298;1299;1300;1301;1302;1303;1304;1305;1306;15991;15992;15993;15994;15995;15996;15997;15998;15999;16000;16001;16002;42125;42126;42127;42128;42129;42130;42131;42132;42133;42134;42135;42136;42137;42138;42139;42140;42141;42142;42143;42144;42145;42146;42147;42148;42149;42150;42151;42152;47495;47496;47497;47498;47499;47500;47501;47502;47503;47504	282;1298;16000;42148;47495	1	275
P26640;B0V043;H0Y4A6;B0V044;A2ABF4;B4DZ61;Q5SP20;H0Y3X9;E7EVJ6	P26640;B0V043;H0Y4A6;B0V044;A2ABF4;B4DZ61;Q5SP20	8;8;6;4;4;4;4;2;2	8;8;6;4;4;4;4;2;2	8;8;6;4;4;4;4;2;2	Valine--tRNA ligase	VARS	>sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens GN=VARS PE=1 SV=4;>tr|B0V043|B0V043_HUMAN Valine--tRNA ligase OS=Homo sapiens GN=VARS PE=3 SV=1;>tr|H0Y4A6|H0Y4A6_HUMAN Valine--tRNA ligase (Fragment) OS=Homo sapiens GN=VARS PE=3 SV=1;>tr|B0V044|B0	9	8	8	8	5	4	8	5	4	8	5	4	8	9.3	9.3	9.3	140.47	1264	1264;1264;1183;174;174;297;366;95;676	1	17	0	By MS/MS	By MS/MS	By MS/MS	0.89118	1.0605	102.66	8	0	Median	0.26279	0.47616	136.44	8	0	Median	0.7958	1.04	136.03	8	0	Median	0.82813	0.96415	32.605	3	0	Median	2.7618	3.6665	21.842	3	0	Median	3.9041	4.2849	17.051	3	0	Median	0.35164	0.20217	40.251	2	0	Median	0.21286	0.15747	42.211	2	0	Median	0.7958	1.04	8.1791	2	0	Median	1.587	2.2894	11.531	3	0	Median	0.24695	0.47225	9.7314	3	0	Median	0.14731	0.20094	23.102	3	0	Median	5.2	4.4	9.3	56349000	18279000	28643000	9426800	8366700	1680500	923170	5763000	7286500	5628000	695420	963070	40696000	10970000	27025000	2700700				23	333;1139;2608;3824;5525;5586;6474;6744	True;True;True;True;True;True;True;True	343;1173;2680;3922;5716;5779;6688;6966	1234;1235;1236;4104;4105;9896;9897;9898;14636;21775;21776;22027;25331;25332;25333;26398;26399	2684;2685;9412;9413;23328;23329;34457;51587;51588;52243;59826;59827;59828;59829;62176;62177;62178	2684;9412;23328;34457;51587;52243;59827;62177		
